Name,Date,Title,Price,Condition,Link
itc_adm,1 day ago,Fast Speed Apple MacBook Air Slim & LightWeight Laptop + MS Office + SSD,S$380,Like new,https://carousell.sg/p/fast-speed-apple-macbook-air-slim-lightweight-laptop-ms-office-ssd-1267655345/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=32
the-godvader,1 day ago,MacBook Air M1,S$895,Lightly used,https://carousell.sg/p/macbook-air-m1-1267598688/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=33
filippop,8 hours ago,MacBook Air 11 2012 inc charging cable,S$200,Lightly used,https://carousell.sg/p/macbook-air-11-2012-inc-charging-cable-1267815632/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=34
themacvision,1 day ago,MacBook Air 13 inch M1 chip Like New,S$988,Like new,https://carousell.sg/p/macbook-air-13-inch-m1-chip-like-new-1264703651/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=35
kylbuyandsell,23 hours ago,MacBook Pro 13 Inch (2016),S$760,Well used,https://carousell.sg/p/macbook-pro-13-inch-2016-1267714402/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=36
ragaz,3 hours ago,"2018 Apple Macbook air 13.3inch (1.6 GHz dual core i5, 16gb RAM, 500GB HDD)",S$700,Lightly used,https://carousell.sg/p/2018-apple-macbook-air-13-3inch-1-6-ghz-dual-core-i5-16gb-ram-500gb-hdd-1267870712/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=37
heyheyhohoho,9 hours ago,"Apple MacBook Pro 14” M2 Max with 12C CPU, 38C GPU","S$3,888",Like new,https://carousell.sg/p/apple-macbook-pro-14”-m2-max-with-12c-cpu-38c-gpu-1267803888/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=38
santaclausgiveaway,22 hours ago,[New Battery] Macbook Pro 2017,S$589,Well used,https://carousell.sg/p/new-battery-macbook-pro-2017-1267720821/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=39
apotter,13 hours ago,"MacBook Pro 15-inch 2018 2.9 GHz with upgraded processor, memory, and storage",S$989,Well used,https://carousell.sg/p/macbook-pro-15-inch-2018-2-9-ghz-with-upgraded-processor-memory-and-storage-1267756017/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=40
kraex,1 day ago,MACBOOK M2 AIR 512GB 8GB,"S$1,150",Like new,https://carousell.sg/p/macbook-m2-air-512gb-8gb-1267703335/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=41
leslie.wks,2 days ago,MacBook Pro M1 Pro Used for sale,"S$2,000",Lightly used,https://carousell.sg/p/macbook-pro-m1-pro-used-for-sale-1267570995/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=43
victorhe,11 hours ago,MacBook Pro 2019 16 inch Touch bar,"S$1,050",Lightly used,https://carousell.sg/p/macbook-pro-2019-16-inch-touch-bar-1267779864/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=44
mystshoppe,1 day ago,MacBook Pro 13” 2015,S$450,Well used,https://carousell.sg/p/macbook-pro-13”-2015-1267620386/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=45
mint.co,11 hours ago,MacBook Air M1 Silver,S$900,Like new,https://carousell.sg/p/macbook-air-m1-silver-1267772735/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=46
sangseoplee,14 hours ago,Apple Macbook Air 15 inch m2 (Silver),"S$1,580",Brand new,https://carousell.sg/p/apple-macbook-air-15-inch-m2-silver-1267745283/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=48
alexshah9598,21 hours ago,Apple MacBook Air 13” 2020 m1 256gb with magic mouse and warranty,S$800,Like new,https://carousell.sg/p/apple-macbook-air-13”-2020-m1-256gb-with-magic-mouse-and-warranty-1267725811/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=49
the_librarian,2 days ago,Apple 15-inch MacBook Air M2,"S$1,660",Brand new,https://carousell.sg/p/apple-15-inch-macbook-air-m2-1267543894/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=50
jrrwvegas,2 days ago,"MacBook Air - 2018, 13.3”, 1.6GHz",S$788,Well used,https://carousell.sg/p/macbook-air-2018-13-3”-1-6ghz-1267470894/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=51
sandwitches,1 day ago,15in M2 MacBook Air 512GB,"S$1,800",Like new,https://carousell.sg/p/15in-m2-macbook-air-512gb-1267650101/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=52
petitefits,23 hours ago,2023 100% HEALTH MACBOOK PRO 16 INCH 10 CORES 16 GPU 16GB RAM 1TB STORAGE M1 PRO,"S$2,598",Like new,https://carousell.sg/p/2023-100-health-macbook-pro-16-inch-10-cores-16-gpu-16gb-ram-1tb-storage-m1-pro-1267718224/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=54
loiuszing,6 hours ago,MacBook Pro M2 Pristine Condition Full Box Applecare,"S$1,390",Like new,https://carousell.sg/p/macbook-pro-m2-pristine-condition-full-box-applecare-1267844422/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=55
lxt091009269942,2 days ago,Apple MacBook Pro,S$799,Well used,https://carousell.sg/p/apple-macbook-pro-1267517812/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=56
sallyzwally,1 day ago,BN Macbook Air 13-Inch with M2 Chip (Space Grey),"S$1,500",Brand new,https://carousell.sg/p/bn-macbook-air-13-inch-with-m2-chip-space-grey-1267632414/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=57
nnelg65,1 day ago,[Pristine condition] MacBook Pro 16 inch/ M1 Pro (2021)/ 16 core GPU/ 32GB memory/ 1 TB storage,"S$2,850",Like new,https://carousell.sg/p/pristine-condition-macbook-pro-16-inch-m1-pro-2021-16-core-gpu-32gb-memory-1-tb-storage-1267693192/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=58
bicyclesin36800,2 days ago,"Apple 13 inch MacBook Air (M1 chip, 8 core CPU, 8GB RAM, 2020 Model) new","S$1,135",Brand new,https://carousell.sg/p/apple-13-inch-macbook-air-m1-chip-8-core-cpu-8gb-ram-2020-model-new-1267550267/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=59
mydestiny_2222,1 day ago,Apple MacBook Air M2 15inch,"S$1,620",Brand new,https://carousell.sg/p/apple-macbook-air-m2-15inch-1267637065/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=60
Tampines273,12 hours ago,"Macbook Air 13"" 2015, Core i5, 8GB/256GB, Batt count 50",S$260,Lightly used,https://carousell.sg/p/macbook-air-13-2015-core-i5-8gb-256gb-batt-count-50-1267760750/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=61
ramp92,1 day ago,M2 Macbook 15 air space grey,"S$1,630",Brand new,https://carousell.sg/p/m2-macbook-15-air-space-grey-1267672510/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=62
hnxxx,1 day ago,Brand new 13-inch MacBook Air with M2 chip - Space Grey,"S$1,500",Brand new,https://carousell.sg/p/brand-new-13-inch-macbook-air-with-m2-chip-space-grey-1267601663/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=63
cy.lee.58,2 days ago,MacBook Air M2 13” 512GB (bought Oct 23),"S$1,588",Like new,https://carousell.sg/p/macbook-air-m2-13”-512gb-bought-oct-23-1267496721/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=64
m.syaddieq,2 days ago,MacBook Air 13 inch M2 8 Core GPU and apple care till 2026,"S$1,450",Like new,https://carousell.sg/p/macbook-air-13-inch-m2-8-core-gpu-and-apple-care-till-2026-1267501556/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=65
4gs88export,5 hours ago,"Macbook Pro 13"" touch bar 2018 (i5/8GB/512GB)",S$759,Like new,https://carousell.sg/p/macbook-pro-13-touch-bar-2018-i5-8gb-512gb-1259539407/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=66
4gs88export,5 hours ago,"Macbook Pro 13"" 2018 touch bar (i5/8GB/512GB)",S$699,Lightly used,https://carousell.sg/p/macbook-pro-13-2018-touch-bar-i5-8gb-512gb-1267289385/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=67
noel.gallagher,2 days ago,MacBook Pro 13inch,"S$1,550",Like new,https://carousell.sg/p/macbook-pro-13inch-1267489449/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=68
texasburger,2 days ago,MacBook Air M1 space grey,"S$1,050",Brand new,https://carousell.sg/p/macbook-air-m1-space-grey-1267495346/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=siQHgZ_u4pllBkp-&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=69
4gs88export,5 hours ago,Macbook Pro 13 M1 2020 (16GB Ram/ 512GB),"S$1,249",Lightly used,https://carousell.sg/p/macbook-pro-13-m1-2020-16gb-ram-512gb-1266312927/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=70
4gs88export,5 hours ago,Macbook Pro 13 M1 2020 (16GB/512GB),"S$1,299",Like new,https://carousell.sg/p/macbook-pro-13-m1-2020-16gb-512gb-1229928271/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=73
jgg09,1 day ago,"Apple MacBook Pro 14-inch M3Pro (11-core CPU, 14-core GPU, 18GB unified memory, 512GB SSD Storage) Space Black","S$2,699",Brand new,https://carousell.sg/p/apple-macbook-pro-14-inch-m3pro-11-core-cpu-14-core-gpu-18gb-unified-memory-512gb-ssd-storage-space-black-1267617509/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=74
colorsaur,1 day ago,Macbook pro M3 1TB,"S$2,390",Brand new,https://carousell.sg/p/macbook-pro-m3-1tb-1267641841/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=75
4gs88export,5 hours ago,Macbook Pro M1 2020 (8GB/512GB),"S$1,189",Like new,https://carousell.sg/p/macbook-pro-m1-2020-8gb-512gb-1265602732/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=76
bobby_king,2 days ago,"MacBook Pro (Retina, 15-inch) intel Core i7 2.8Ghz ",S$478,Lightly used,https://carousell.sg/p/macbook-pro-retina-15-inch-intel-core-i7-2-8ghz-1267531461/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=77
black.pearl,2 days ago,"BNIB MacBook Pro 14-inch M3 chip (SRP: $2,299)","S$2,160",Brand new,https://carousell.sg/p/bnib-macbook-pro-14-inch-m3-chip-srp-2-299-1267541991/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=78
ray2388,2 days ago,MacBook Air 15inch M2,"S$1,850",Brand new,https://carousell.sg/p/macbook-air-15inch-m2-1267447803/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=79
mskimba,1 day ago,14 inch M3 Macbook Pro 8GB RAM / 1TB SSD (Space Grey),"S$2,350",Brand new,https://carousell.sg/p/14-inch-m3-macbook-pro-8gb-ram-1tb-ssd-space-grey-1267621076/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=80
cdagana,2 days ago,MacBook Pro 14 M1 Space Grey,"S$2,199",Like new,https://carousell.sg/p/macbook-pro-14-m1-space-grey-1267554267/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=81
meatheadz,1 day ago,Macbook Pro 16 inch 2021,"S$3,200",Lightly used,https://carousell.sg/p/macbook-pro-16-inch-2021-1267639700/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=82
ajayinsg,1 day ago,MacBook Pro 16”,"S$2,500",Lightly used,https://carousell.sg/p/macbook-pro-16”-1267615013/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=83
tm_tp_cashconverters,7 hours ago,"TP-Apple Macbook Pro (13-inch, 2017, Four Thunderbolt 3 Ports)",S$500,Heavily used,https://carousell.sg/p/tp-apple-macbook-pro-13-inch-2017-four-thunderbolt-3-ports-1267825890/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=85
lightlike,2 days ago,"MacBook Air M2 13"" 256GB Silver","S$1,450",Brand new,https://carousell.sg/p/macbook-air-m2-13-256gb-silver-1267457383/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=87
z0rrs,1 day ago,"WTS Macbook Pro 14"" (2021 Model)","S$1,888",Like new,https://carousell.sg/p/wts-macbook-pro-14-2021-model-1267603899/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=88
xoulx,2 days ago,Macbook Pro 2017 4 Thunderbolt Port,S$500,Well used,https://carousell.sg/p/macbook-pro-2017-4-thunderbolt-port-1267495982/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=89
jdalarose,2 days ago,"13” M1 MacBook Pro - 16 GB memory, 1 TB storage","S$1,988",Lightly used,https://carousell.sg/p/13”-m1-macbook-pro-16-gb-memory-1-tb-storage-1267455012/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=90
deathg0d,1 day ago,WTS: MacBook Pro 16” M1 Max Silver,"S$3,000",Like new,https://carousell.sg/p/wts-macbook-pro-16”-m1-max-silver-1267612039/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=91
utsoftie,2 days ago,M1 MacBook Pro 13inch 8GB  (2020),"S$1,000",Well used,https://carousell.sg/p/m1-macbook-pro-13inch-8gb-2020-1267445314/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=92
jimolaoren,2 days ago,MacBook Air with M1 chip Grey 8Gb 256GB with Magic Mouse,S$950,Like new,https://carousell.sg/p/macbook-air-with-m1-chip-grey-8gb-256gb-with-magic-mouse-1267459817/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=93
csinmaz,12 hours ago,MacBook Pro M3 8g/512gb,"S$2,099",Brand new,https://carousell.sg/p/macbook-pro-m3-8g-512gb-1266846297/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=94
ttoasts,2 days ago,MacBook Pro M3 Chip,"S$2,150",Brand new,https://carousell.sg/p/macbook-pro-m3-chip-1267475760/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=95
