Name;Date;Title;Price;Condition;Link
ritz2ndstore;2 days ago;Parlent Geneva ( Rare Dial);Rp 520,000;Like new;https://id.carousell.com/p/parlent-geneva-rare-dial-1288661614/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=0
RahmttY;2 days ago;Jam parlent magnus automatic;Rp 380,000;Lightly used;https://id.carousell.com/p/jam-parlent-magnus-automatic-1288640983/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=1
ebn19894017;4 days ago;Parlent Kronos - Silver;Rp 800,000;Well used;https://id.carousell.com/p/parlent-kronos-silver-1288004066/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=2
Manskishop;4 days ago;parlent hitam;Rp 550,000;Well used;https://id.carousell.com/p/parlent-hitam-1287965229/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=3
mrhafidz;26 days ago;Parlent Palladium Artic Gunmetal;Rp 599,999;Like new;https://id.carousell.com/p/parlent-palladium-artic-gunmetal-1282604584/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=5
allkusell;7 days ago;Luxury Parlent Phoenix Steel Blue Limited | Jam Tangan;Rp 499;Like new;https://id.carousell.com/p/luxury-parlent-phoenix-steel-blue-limited-jam-tangan-1287308097/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=6
pijaipetek;23 days ago;JAM TANGAN PARLENT WORLD XANDER RUBBER AUTOMATIC;Rp 800,000;Like new;https://id.carousell.com/p/jam-tangan-parlent-world-xander-rubber-automatic-1283429762/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=7
faisalazzaniramadhan;21 days ago;Jam Tangan Parlent Hitam Kulit;Rp 325,000;Lightly used;https://id.carousell.com/p/jam-tangan-parlent-hitam-kulit-1283740071/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=8
prelovedazizahanun;4 months ago;Parlent Poseidon;Rp 700,000;Like new;https://id.carousell.com/p/parlent-poseidon-1263992127/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=9
ratubaini46;22 days ago;NEGO‼️Jam tangan Parlent Automatic Original;Rp 600,000;Like new;https://id.carousell.com/p/nego‼️jam-tangan-parlent-automatic-original-1283481221/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=10
By.raara;2 months ago;(New, Ada Tag & Garansi) - Parlent Jam Tangan Pria Automatic Gallant Lite;Rp 545,000;Brand new;https://id.carousell.com/p/new-ada-tag-garansi-parlent-jam-tangan-pria-automatic-gallant-lite-1274395344/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=11
firdhaayu;1 month ago;Jam tangan parlent for her;Rp 550,000;Like new;https://id.carousell.com/p/jam-tangan-parlent-for-her-1278928279/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=12
sideoflee;16 days ago;Jaket Trucker James Suede - Parlenticon;Rp 180,000;Like new;https://id.carousell.com/p/jaket-trucker-james-suede-parlenticon-1285082083/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=14
bekas_rasa_baru_30;5 months ago;JAM ROSE GOLD PARLENT;Rp 550,000;Like new;https://id.carousell.com/p/jam-rose-gold-parlent-1258077337/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=15
prazeta78320;12 days ago;Parlent Aragon Prime Automatic Watch;Rp 900,000;Like new;https://id.carousell.com/p/parlent-aragon-prime-automatic-watch-1286108532/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=16
this_is_yours;25 days ago;Parlent limited - PALLADIUM ARCTIC GUNMETAL;Rp 700,000;Like new;https://id.carousell.com/p/parlent-limited-palladium-arctic-gunmetal-1282629472/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=17
kwwk8zkkct88367;2 months ago;PARLENT DIEGO;Rp 859,900;Brand new;https://id.carousell.com/p/parlent-diego-1277506443/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=18
bagolindependent;2 months ago;Parlent automatic;Rp 550,000;Well used;https://id.carousell.com/p/parlent-automatic-1276595680/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=19
agungrevan15;2 months ago;Parlent kronos;Rp 850,000;Like new;https://id.carousell.com/p/parlent-kronos-1273495218/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=20
typical_preloved;4 months ago;preloved jam parlent gallant lite;Rp 450,000;Like new;https://id.carousell.com/p/preloved-jam-parlent-gallant-lite-1262182896/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=21
prelovedbagus15;11 days ago;Jam Tangan Pria Parlent Kronos;Rp 900,000;Brand new;https://id.carousell.com/p/jam-tangan-pria-parlent-kronos-1286213925/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=22
zahreevi;3 months ago;Parlent Black Rare Jarang Dipakai;Rp 690,000;Like new;https://id.carousell.com/p/parlent-black-rare-jarang-dipakai-1265575004/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=23
galsstudio;1 month ago;Parlent Gallant Vortex Steel & Strap Leather Swiss;Rp 998,760;Like new;https://id.carousell.com/p/parlent-gallant-vortex-steel-strap-leather-swiss-1279303327/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=24
oxydeca77049;8 months ago;Parlent diego jam tangan pria;Rp 500,000;Lightly used;https://id.carousell.com/p/parlent-diego-jam-tangan-pria-1237884408/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=26
onceuponastuff;16 days ago;Jam Tangan Pria Parlent Automatic Axel;Rp 750,000;Like new;https://id.carousell.com/p/jam-tangan-pria-parlent-automatic-axel-1285205453/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=28
_jeremy14;6 months ago;Parlent World Automatic Jam;Rp 550,000;Like new;https://id.carousell.com/p/parlent-world-automatic-jam-1252777131/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=29
andanimaya65627;1 month ago;Jam Parlent Wanita;Rp 500,000;Brand new;https://id.carousell.com/p/jam-parlent-wanita-1278780438/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=30
darellllllll;3 years ago;Parlent’s Watch (by Daniel Wellington) ;Rp 400,000;Used;https://id.carousell.com/p/parlent’s-watch-by-daniel-wellington-1102930641/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=31
osspreloved;2 years ago;Parlent Woman Watch;Rp 450,000;Like new;https://id.carousell.com/p/parlent-woman-watch-1169074880/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=32
raayhanislamy-98135;3 months ago;Parlent poseidon;Rp 850,000;Like new;https://id.carousell.com/p/parlent-poseidon-1267302026/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=33
minepreloves;4 months ago;Parlent Poseidon;Rp 700,000;Like new;https://id.carousell.com/p/parlent-poseidon-1264081369/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=34
fixmoto_id;30 days ago;Parlent is a premium watch brand.;Rp 500,000;Lightly used;https://id.carousell.com/p/parlent-is-a-premium-watch-brand-1281771700/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=35
prelovedbyzhiel;25 days ago;Parlent World Louis Series;Rp 850,000;Brand new;https://id.carousell.com/p/parlent-world-louis-series-1282820081/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=36
anyaaaaaaaaaa_;3 months ago;Jam tangan otomatis Parlent gallant femme PRIME;Rp 550,000;Like new;https://id.carousell.com/p/jam-tangan-otomatis-parlent-gallant-femme-prime-1268994597/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=37
daveshop12;4 years ago;Jam Tangan Parlent Royal Gold;Rp 600,000;Used;https://id.carousell.com/p/jam-tangan-parlent-royal-gold-259926607/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=38
prelovedbymiamiu;6 months ago;Jam Tangan Wanita Parlent Force Femme Steel;Rp 700,000;Like new;https://id.carousell.com/p/jam-tangan-wanita-parlent-force-femme-steel-1249442564/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=39
back2basic.preloved;9 months ago;Over shirt jacket by PARLENT ICON;Rp 149,000;Well used;https://id.carousell.com/p/over-shirt-jacket-by-parlent-icon-1235566045/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=0
denmas1804;3 months ago;Jam tangan Parlent World series Automatic Austin;Rp 650,000;Like new;https://id.carousell.com/p/jam-tangan-parlent-world-series-automatic-austin-1266526784/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=1
selshasfr;10 months ago;Parlent Watch (NEW);Rp 400,000;Brand new;https://id.carousell.com/p/parlent-watch-new-1228751876/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=2
rickyadry;2 months ago;(RARE) Jam Parlent Grande Gold Original;Rp 550,000;Like new;https://id.carousell.com/p/rare-jam-parlent-grande-gold-original-1274333549/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=3
allkusell;7 days ago;Limited Parlent Phoenix Steel Blue | Jam Tangan;Rp 499;Like new;https://id.carousell.com/p/limited-parlent-phoenix-steel-blue-jam-tangan-1287307892/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=4
bagolindependent;2 months ago;jam tangan parlent automatic;Rp 550,000;Heavily used;https://id.carousell.com/p/jam-tangan-parlent-automatic-1276589815/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=5
limitedthings;11 months ago;PARLENT GALLANT VORTEX GOLD - PRELOVED;Rp 750,000;Lightly used;https://id.carousell.com/p/parlent-gallant-vortex-gold-preloved-1226283567/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=6
prelovedwife12;3 months ago;Jam Tangan Parlent Original;Rp 300,000;Well used;https://id.carousell.com/p/jam-tangan-parlent-original-1269453905/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=7
garyhtg26;11 months ago;Jam tangan parlent louis black gold baru;Rp 350,000;Brand new;https://id.carousell.com/p/jam-tangan-parlent-louis-black-gold-baru-1225085811/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=8
putrishant16333;28 days ago;Jam tangan pria parlent magnite steel;Rp 800,000;Brand new;https://id.carousell.com/p/jam-tangan-pria-parlent-magnite-steel-1282135968/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=9
quintowid95860;2 months ago;Parlent Boston;Rp 750,000;Brand new;https://id.carousell.com/p/parlent-boston-1271605092/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=10
prelovedbagus15;1 month ago;Jam Tangan Pria Parlent Magnite Steel;Rp 800,000;Brand new;https://id.carousell.com/p/jam-tangan-pria-parlent-magnite-steel-1281016270/?t-id=teAVU03r2t_1708694530036&t-referrer_browse_type=search_results&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=4wnB5AK0yVrfHB76&t-referrer_search_query=Parlent&t-referrer_sort_by=popular&t-tap_index=11
